miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	109390	15273.092926	N
hsa-let-7a-2	106896	14924.879253	Y
hsa-let-7a-3	107536	15014.236410	N
hsa-let-7b	56600	7902.523628	N
hsa-let-7c	9915	1384.337840	Y
hsa-let-7d	23885	3334.837047	N
hsa-let-7e	10537	1471.181828	N
hsa-let-7f-1	110893	15482.942626	N
hsa-let-7f-2	117580	16416.585303	N
hsa-let-7g	116669	16289.390974	N
hsa-let-7i	49250	6876.312521	N
hsa-mir-1-1	844	117.839752	N
hsa-mir-1-2	873	121.888748	N
hsa-mir-100	11988	1673.771259	Y
hsa-mir-101-1	39569	5524.645891	N
hsa-mir-101-2	41455	5787.970265	N
hsa-mir-103a-1	54014	7541.464863	Y
hsa-mir-103a-2	56746	7922.908229	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	0	0.000000	N
hsa-mir-105-2	0	0.000000	N
hsa-mir-106a	776	108.345554	Y
hsa-mir-106b	19406	2709.476564	N
hsa-mir-107	8391	1171.556109	Y
hsa-mir-10a	86073	12017.560357	N
hsa-mir-10b	167293	23357.542142	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	10	1.396206	N
hsa-mir-1180	836	116.722787	N
hsa-mir-1181	1	0.139621	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	3	0.418862	N
hsa-mir-1185-2	0	0.000000	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	587	81.957268	N
hsa-mir-1224	1	0.139621	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	12	1.675447	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	23	3.211273	N
hsa-mir-1229	14	1.954688	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	10	1.396206	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	18	2.513170	N
hsa-mir-124-2	16	2.233929	N
hsa-mir-124-3	15	2.094308	N
hsa-mir-1243	2	0.279241	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	1	0.139621	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	5	0.698103	N
hsa-mir-1248	22	3.071652	N
hsa-mir-1249	187	26.109044	N
hsa-mir-1250	24	3.350893	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	6	0.837723	N
hsa-mir-1254-2	3	0.418862	N
hsa-mir-1255a	35	4.886720	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	127734	17834.292457	N
hsa-mir-125b-1	27530	3843.753984	N
hsa-mir-125b-2	27868	3890.945732	N
hsa-mir-126	111328	15543.677569	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	2	0.279241	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	16	2.233929	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	0	0.000000	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	0	0.000000	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	92	12.845091	N
hsa-mir-1270	221	30.856143	N
hsa-mir-1271	3801	530.697744	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	2	0.279241	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	2	0.279241	N
hsa-mir-1276	0	0.000000	N
hsa-mir-1277	7	0.977344	N
hsa-mir-1278	9	1.256585	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	8307	1159.827982	N
hsa-mir-128-2	4367	609.722980	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	1	0.139621	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	37	5.165961	N
hsa-mir-1288	0	0.000000	N
hsa-mir-1289-1	2	0.279241	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	3	0.418862	N
hsa-mir-129-2	7	0.977344	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	25	3.490514	N
hsa-mir-1292	32	4.467858	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	10	1.396206	N
hsa-mir-1295a	34	4.747099	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	223	31.135385	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	441	61.572666	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	8	1.116964	N
hsa-mir-1304	15	2.094308	N
hsa-mir-1305	6	0.837723	N
hsa-mir-1306	65	9.075336	N
hsa-mir-1307	1089	152.046789	N
hsa-mir-130a	1334	186.253825	N
hsa-mir-130b	466	65.063180	N
hsa-mir-132	1368	191.000924	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	2	0.279241	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	170	23.735495	N
hsa-mir-133a-2	164	22.897772	N
hsa-mir-133b	0	0.000000	N
hsa-mir-134	5	0.698103	N
hsa-mir-1343	9	1.256585	N
hsa-mir-135a-1	161	22.478910	N
hsa-mir-135a-2	178	24.852459	N
hsa-mir-135b	208	29.041076	N
hsa-mir-136	27	3.769755	N
hsa-mir-137	0	0.000000	N
hsa-mir-138-1	8	1.116964	N
hsa-mir-138-2	7	0.977344	N
hsa-mir-139	2233	311.772708	N
hsa-mir-140	46538	6497.661565	N
hsa-mir-141	8	1.116964	N
hsa-mir-142	2701	377.115129	N
hsa-mir-143	330238	46108.014094	N
hsa-mir-144	2755	384.654639	N
hsa-mir-145	35832	5002.883863	N
hsa-mir-1468	79	11.030024	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	2067	288.595695	N
hsa-mir-146b	38633	5393.961048	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	8	1.116964	N
hsa-mir-148a	20099	2806.233611	N
hsa-mir-148b	4294	599.530679	N
hsa-mir-149	256	35.742863	N
hsa-mir-150	3263	455.581883	N
hsa-mir-151a	17883	2496.834453	N
hsa-mir-151b	298	41.606927	N
hsa-mir-152	2964	413.835336	N
hsa-mir-153-1	13	1.815067	N
hsa-mir-153-2	3	0.418862	N
hsa-mir-1537	2	0.279241	N
hsa-mir-1538	5	0.698103	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	9	1.256585	N
hsa-mir-155	4038	563.787816	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	4300	600.368403	N
hsa-mir-15b	19310	2696.072990	N
hsa-mir-16-1	44017	6145.678136	N
hsa-mir-16-2	45779	6391.689561	N
hsa-mir-17	3880	541.727768	Y
hsa-mir-181a-1	31344	4376.266795	N
hsa-mir-181a-2	32061	4476.374735	N
hsa-mir-181b-1	5921	826.693329	N
hsa-mir-181b-2	6990	975.947706	N
hsa-mir-181c	2629	367.062449	N
hsa-mir-181d	565	78.885616	N
hsa-mir-182	2605	363.711556	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	1657	231.351266	N
hsa-mir-184	0	0.000000	N
hsa-mir-185	3554	496.211466	N
hsa-mir-186	11760	1641.937771	N
hsa-mir-187	1	0.139621	N
hsa-mir-188	66	9.214957	N
hsa-mir-18a	462	64.504698	Y
hsa-mir-18b	24	3.350893	Y
hsa-mir-1908	13	1.815067	N
hsa-mir-1909	1	0.139621	N
hsa-mir-190a	487	67.995212	N
