miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	203156	23074.445287	N
hsa-let-7a-2	196259	22291.084475	Y
hsa-let-7a-3	196806	22353.212699	N
hsa-let-7b	66283	7528.418836	N
hsa-let-7c	28124	3194.322094	Y
hsa-let-7d	40019	4545.355421	N
hsa-let-7e	19547	2220.146991	N
hsa-let-7f-1	164960	18736.146087	N
hsa-let-7f-2	175802	19967.579743	N
hsa-let-7g	204528	23230.276958	N
hsa-let-7i	42439	4820.218864	N
hsa-mir-1-1	501	56.903547	N
hsa-mir-1-2	577	65.535623	N
hsa-mir-100	41121	4670.520510	Y
hsa-mir-101-1	22905	2601.548413	N
hsa-mir-101-2	24077	2734.664096	N
hsa-mir-103a-1	61463	6980.963549	Y
hsa-mir-103a-2	63631	7227.204848	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	1	0.113580	N
hsa-mir-105-2	0	0.000000	N
hsa-mir-106a	352	39.980137	Y
hsa-mir-106b	11915	1353.304926	N
hsa-mir-107	10652	1209.853468	Y
hsa-mir-10a	75102	8530.080283	N
hsa-mir-10b	272492	30949.623664	N
hsa-mir-1178	2	0.227160	N
hsa-mir-1179	21	2.385179	N
hsa-mir-1180	1073	121.871270	N
hsa-mir-1181	1	0.113580	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	7	0.795060	N
hsa-mir-1185-2	3	0.340740	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	3	0.340740	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	1047	118.918192	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	62	7.041956	N
hsa-mir-1227	1	0.113580	N
hsa-mir-1228	49	5.565417	N
hsa-mir-1229	13	1.476539	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	1	0.113580	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	2	0.227160	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	11	1.249379	N
hsa-mir-124-2	8	0.908639	N
hsa-mir-124-3	7	0.795060	N
hsa-mir-1243	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	71	8.064175	N
hsa-mir-1248	33	3.748138	N
hsa-mir-1249	120	13.629592	N
hsa-mir-1250	14	1.590119	N
hsa-mir-1251	8	0.908639	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	11	1.249379	N
hsa-mir-1254-2	8	0.908639	N
hsa-mir-1255a	11	1.249379	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	3	0.340740	N
hsa-mir-1257	1	0.113580	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	193087	21930.808921	N
hsa-mir-125b-1	36484	4143.850351	N
hsa-mir-125b-2	36758	4174.971253	N
hsa-mir-126	119825	13609.715719	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	10	1.135799	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	19	2.158019	N
hsa-mir-1263	6	0.681480	N
hsa-mir-1264	1	0.113580	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	2	0.227160	N
hsa-mir-1267	1	0.113580	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	0	0.000000	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	1203	136.636662	N
hsa-mir-1270	665	75.530657	N
hsa-mir-1271	1434	162.873627	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	1	0.113580	N
hsa-mir-1276	1	0.113580	N
hsa-mir-1277	3	0.340740	N
hsa-mir-1278	3	0.340740	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	3300	374.813786	N
hsa-mir-128-2	2162	245.559820	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	15	1.703699	N
hsa-mir-1285-1	2	0.227160	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	52	5.906157	N
hsa-mir-1288	0	0.000000	N
hsa-mir-1289-1	1	0.113580	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	5	0.567900	N
hsa-mir-129-2	14	1.590119	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	20	2.271599	N
hsa-mir-1292	29	3.293818	N
hsa-mir-1293	5	0.567900	N
hsa-mir-1294	7	0.795060	N
hsa-mir-1295a	35	3.975298	N
hsa-mir-1295b	2	0.227160	N
hsa-mir-1296	303	34.414720	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	19	2.158019	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	989	112.330556	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	6	0.681480	N
hsa-mir-1304	12	1.362959	N
hsa-mir-1305	3	0.340740	N
hsa-mir-1306	105	11.925893	N
hsa-mir-1307	1292	146.745276	N
hsa-mir-130a	700	79.505955	N
hsa-mir-130b	452	51.338131	N
hsa-mir-132	906	102.903421	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
