miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	121819	12828.086643	N
hsa-let-7a-2	119014	12532.707572	N
hsa-let-7a-3	122670	12917.700757	N
hsa-let-7b	14276	1503.326779	N
hsa-let-7c	1386	145.952011	N
hsa-let-7d	6763	712.174209	N
hsa-let-7e	65689	6917.346091	N
hsa-let-7f-1	29531	3109.746646	N
hsa-let-7f-2	31873	3356.369742	N
hsa-let-7g	51447	5417.599664	N
hsa-let-7i	15617	1644.540089	N
hsa-mir-1-1	434	45.702145	N
hsa-mir-1-2	460	48.440062	N
hsa-mir-100	2466	259.680852	N
hsa-mir-101-1	41974	4420.050310	N
hsa-mir-101-2	42927	4520.405481	N
hsa-mir-103a-1	160218	16871.673431	Y
hsa-mir-103a-2	165825	17462.115660	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	7	0.737131	N
hsa-mir-105-2	8	0.842436	N
hsa-mir-106a	1050	110.569706	Y
hsa-mir-106b	49034	5163.499950	N
hsa-mir-107	23435	2467.810526	Y
hsa-mir-10a	676049	71190.989475	N
hsa-mir-10b	2041398	214968.358109	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	9	0.947740	N
hsa-mir-1180	3095	325.917371	N
hsa-mir-1181	5	0.526522	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	3	0.315913	N
hsa-mir-1185-2	12	1.263654	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	102	10.741057	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	1	0.105304	N
hsa-mir-1226	726	76.451054	N
hsa-mir-1227	5	0.526522	N
hsa-mir-1228	214	22.535159	N
hsa-mir-1229	79	8.319054	N
hsa-mir-1231	1	0.105304	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	14	1.474263	N
hsa-mir-1236	5	0.526522	N
hsa-mir-1237	5	0.526522	N
hsa-mir-1238	3	0.315913	N
hsa-mir-124-1	8	0.842436	N
hsa-mir-124-2	12	1.263654	N
hsa-mir-124-3	9	0.947740	N
hsa-mir-1243	0	0.000000	N
hsa-mir-1244-1	2	0.210609	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	1	0.105304	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	4	0.421218	N
hsa-mir-1247	10	1.053045	N
hsa-mir-1248	179	18.849502	N
hsa-mir-1249	33	3.475048	N
hsa-mir-1250	59	6.212964	N
hsa-mir-1251	9	0.947740	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	61	6.423573	N
hsa-mir-1254-2	45	4.738702	N
hsa-mir-1255a	2	0.210609	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	1	0.105304	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	736517	77558.540867	N
hsa-mir-125b-1	4519	475.870952	N
hsa-mir-125b-2	4390	462.286674	N
hsa-mir-126	36943	3890.263463	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	86	9.056185	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	3	0.315913	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	0	0.000000	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	5194	546.951477	N
hsa-mir-1269b	2	0.210609	N
hsa-mir-127	572	60.234163	N
hsa-mir-1270	79	8.319054	N
hsa-mir-1271	199	20.955592	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	1	0.105304	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	0	0.000000	N
hsa-mir-1276	36	3.790961	N
hsa-mir-1277	13	1.368958	N
hsa-mir-1278	9	0.947740	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	32341	3405.652239	N
hsa-mir-128-2	20870	2197.704531	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	10	1.053045	N
hsa-mir-1283-2	5	0.526522	N
hsa-mir-1284	14	1.474263	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	1	0.105304	N
hsa-mir-1287	105	11.056971	N
hsa-mir-1288	0	0.000000	N
hsa-mir-1289-1	17	1.790176	N
hsa-mir-1289-2	3	0.315913	N
hsa-mir-129-1	9	0.947740	N
hsa-mir-129-2	13	1.368958	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	21	2.211394	N
hsa-mir-1292	178	18.744198	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	4	0.421218	N
hsa-mir-1295a	0	0.000000	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	822	86.560284	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	11	1.158349	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	1991	209.661223	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	2	0.210609	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	2	0.210609	N
hsa-mir-1304	19	2.000785	N
hsa-mir-1305	1	0.105304	N
hsa-mir-1306	90	9.477403	N
hsa-mir-1307	2131	224.403850	N
hsa-mir-130a	13669	1439.406959	N
hsa-mir-130b	7606	800.945887	N
hsa-mir-132	2223	234.091863	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	1	0.105304	N
hsa-mir-1323	15	1.579567	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	68	7.160705	Y
hsa-mir-133a-2	84	8.845576	Y
hsa-mir-133b	6	0.631827	Y
hsa-mir-134	31	3.264439	N
hsa-mir-1343	23	2.422003	N
hsa-mir-135a-1	1203	126.681291	N
hsa-mir-135a-2	865	91.088377	N
hsa-mir-135b	17324	1824.294839	N
hsa-mir-136	32	3.369743	N
hsa-mir-137	0	0.000000	N
hsa-mir-138-1	25	2.632612	N
hsa-mir-138-2	11	1.158349	N
hsa-mir-139	440	46.333972	N
hsa-mir-140	26028	2740.865047	N
hsa-mir-141	1	0.105304	N
hsa-mir-142	586	61.708426	N
hsa-mir-143	57774	6083.861119	N
hsa-mir-144	1271	133.841996	N
hsa-mir-145	8679	913.937596	N
hsa-mir-1468	119	12.531233	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	796	83.822367	N
hsa-mir-146b	139576	14697.978322	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	9	0.947740	N
hsa-mir-148a	13076	1376.961401	N
hsa-mir-148b	3582	377.200653	N
hsa-mir-149	48032	5057.984860	N
hsa-mir-150	795	83.717063	N
hsa-mir-151a	17546	1847.672434	N
hsa-mir-151b	39	4.106875	N
hsa-mir-152	1180	124.259288	N
hsa-mir-153-1	0	0.000000	N
hsa-mir-153-2	0	0.000000	N
hsa-mir-1537	0	0.000000	N
hsa-mir-1538	18	1.895481	N
hsa-mir-1539	2	0.210609	N
hsa-mir-154	64	6.739487	N
hsa-mir-155	1178	124.048679	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	1791	188.600327	N
hsa-mir-15b	22263	2344.393674	N
hsa-mir-16-1	94836	9986.655816	N
hsa-mir-16-2	101234	10660.393889	N
hsa-mir-17	26114	2749.921232	Y
hsa-mir-181a-1	50759	5345.150181	N
hsa-mir-181a-2	61917	6520.137587	N
hsa-mir-181b-1	7369	775.988725	N
hsa-mir-181b-2	10895	1147.292327	N
hsa-mir-181c	1698	178.807010	N
hsa-mir-181d	397	41.805879	N
hsa-mir-182	87612	9225.936241	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	81039	8533.769884	N
hsa-mir-184	4	0.421218	N
hsa-mir-185	1262	132.894256	N
hsa-mir-186	16608	1748.896830	N
hsa-mir-187	0	0.000000	N
hsa-mir-188	87	9.161490	N
hsa-mir-18a	1635	172.172827	Y
hsa-mir-18b	17	1.790176	Y
hsa-mir-1908	37	3.896266	N
hsa-mir-1909	14	1.474263	N
hsa-mir-190a	170	17.901762	N
hsa-mir-190b	83	8.740272	N
hsa-mir-191	113430	11944.687347	N
hsa-mir-1910	1	0.105304	N
hsa-mir-1911	1	0.105304	N
hsa-mir-1912	0	0.000000	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	5	0.526522	N
hsa-mir-1915	6	0.631827	N
hsa-mir-192	947	99.723344	N
hsa-mir-193a	527	55.495462	N
hsa-mir-193b	622	65.499388	N
hsa-mir-194-1	1013	106.673440	N
hsa-mir-194-2	2738	288.323671	N
hsa-mir-195	3059	322.126409	N
hsa-mir-196a-1	53379	5621.047923	N
hsa-mir-196a-2	79261	8346.538515	N
hsa-mir-196b	26487	2789.199804	N
hsa-mir-197	7114	749.136082	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	52	5.475833	N
hsa-mir-198	0	0.000000	N
hsa-mir-199a-1	11433	1203.946138	Y
hsa-mir-199a-2	20791	2189.385477	Y
hsa-mir-199b	40491	4263.883764	Y
hsa-mir-19a	1062	111.833359	N
hsa-mir-19b-1	3675	386.993970	N
hsa-mir-19b-2	4093	431.011243	N
hsa-mir-200a	124	13.057756	N
hsa-mir-200b	291	30.643604	N
hsa-mir-200c	244	25.694294	N
hsa-mir-202	0	0.000000	N
hsa-mir-203a	12	1.263654	N
hsa-mir-203b	0	0.000000	N
hsa-mir-204	1502	158.167331	N
hsa-mir-205	10	1.053045	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
hsa-mir-206	107	11.267580	N
hsa-mir-208a	4	0.421218	N
hsa-mir-208b	0	0.000000	N
hsa-mir-20a	37752	3975.454789	N
