miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	92832	12903.869701	N	hsa-let-7a-1	66182	7790.805879	N	hsa-let-7a-1	14833	6002.910600	N	hsa-let-7a-1	113485	13528.571052	N	hsa-let-7a-1	39038	8181.079363	N	hsa-let-7a-1	47494	11174.243761	N	hsa-let-7a-1	43033	6936.284442	N	hsa-let-7a-1	42276	5063.168646	N	hsa-let-7a-1	43937	7548.913219	N	hsa-let-7a-1	25293	4364.403255	N	hsa-let-7a-1	84381	12606.375302	N	hsa-let-7a-1	28927	7554.445703	N	hsa-let-7a-1	42270	8511.685394	N	hsa-let-7a-1	35747	7973.147309	N	hsa-let-7a-1	83822	13421.744148	N	hsa-let-7a-1	28259	5095.949154	N	hsa-let-7a-1	36277	4735.643600	N	hsa-let-7a-1	22821	4021.217424	N	hsa-let-7a-1	55747	13067.236484	N	hsa-let-7a-1	29153	7290.262112	N	hsa-let-7a-1	31378	6230.515986	N	hsa-let-7a-1	39360	6363.420164	N	hsa-let-7a-1	86486	13392.876500	N	hsa-let-7a-1	94915	13841.106460	N	hsa-let-7a-1	41299	8992.730954	N	hsa-let-7a-1	80989	9514.255936	N	hsa-let-7a-1	51447	7499.795548	N	hsa-let-7a-1	34979	5715.337968	N	hsa-let-7a-1	28686	7677.669560	N	hsa-let-7a-1	71733	10782.096966	N	hsa-let-7a-1	43132	8332.352932	N	hsa-let-7a-1	58400	8524.060401	N	hsa-let-7a-1	55946	7697.838975	N	hsa-let-7a-1	29130	5807.989425	N	hsa-let-7a-1	73265	12162.984154	N	hsa-let-7a-1	26468	7439.801081	N	hsa-let-7a-1	50054	9599.746533	N	hsa-let-7a-1	73722	9988.235825	N	hsa-let-7a-1	73645	17581.814705	N	hsa-let-7a-1	60131	7682.642754	N	hsa-let-7a-1	57150	8806.769763	N	hsa-let-7a-1	55753	9497.491349	N	hsa-let-7a-1	50418	7391.347500	N	hsa-let-7a-1	45600	6125.399007	N	hsa-let-7a-1	37561	6449.790508	N	hsa-let-7a-1	49489	6804.781731	N	hsa-let-7a-1	87703	12939.185107	N	hsa-let-7a-1	100135	14192.107864	N	hsa-let-7a-1	20643	4604.048074	N	hsa-let-7a-1	67575	10871.983779	N	hsa-let-7a-1	41307	5232.171515	N	hsa-let-7a-1	20799	4574.805292	N	hsa-let-7a-1	45080	5844.991550	N	hsa-let-7a-1	31060	8391.718730	N	hsa-let-7a-1	48364	8896.691757	N	hsa-let-7a-1	96891	12125.992884	N	hsa-let-7a-1	34765	7012.031488	N	hsa-let-7a-1	93774	10911.177703	N	hsa-let-7a-1	30642	6845.055396	N	hsa-let-7a-1	32801	4958.000366	N	hsa-let-7a-1	35237	8174.380600	N	hsa-let-7a-1	25072	6324.290933	N	hsa-let-7a-1	21351	6862.481981	N	hsa-let-7a-1	40785	8001.968266	N	hsa-let-7a-1	61430	7801.506708	N	hsa-let-7a-1	27628	5916.788470	N
hsa-let-7a-2	92380	12841.040622	Y	hsa-let-7a-2	66563	7835.656398	Y	hsa-let-7a-2	14831	6002.101201	N	hsa-let-7a-2	113182	13492.450358	Y	hsa-let-7a-2	38979	8168.714905	N	hsa-let-7a-2	47933	11277.530345	N	hsa-let-7a-2	43093	6945.955556	N	hsa-let-7a-2	42176	5051.192185	N	hsa-let-7a-2	43665	7502.180297	Y	hsa-let-7a-2	25282	4362.505164	N	hsa-let-7a-2	84351	12601.893354	Y	hsa-let-7a-2	29410	7680.583818	N	hsa-let-7a-2	42404	8538.668263	Y	hsa-let-7a-2	35563	7932.107247	Y	hsa-let-7a-2	83398	13353.852431	Y	hsa-let-7a-2	28273	5098.473776	N	hsa-let-7a-2	36224	4728.724915	Y	hsa-let-7a-2	22708	4001.306045	N	hsa-let-7a-2	55753	13068.642899	N	hsa-let-7a-2	29254	7315.519083	Y	hsa-let-7a-2	31073	6169.954211	N	hsa-let-7a-2	39366	6364.390197	N	hsa-let-7a-2	86881	13454.044622	Y	hsa-let-7a-2	94462	13775.047131	N	hsa-let-7a-2	41845	9111.620784	Y	hsa-let-7a-2	80900	9503.800580	Y	hsa-let-7a-2	51080	7446.295344	N	hsa-let-7a-2	34902	5702.756676	N	hsa-let-7a-2	28699	7681.148947	Y	hsa-let-7a-2	71702	10777.437395	N	hsa-let-7a-2	43248	8354.762116	Y	hsa-let-7a-2	58288	8507.712888	N	hsa-let-7a-2	56012	7706.920185	Y	hsa-let-7a-2	29329	5847.666387	N	hsa-let-7a-2	73402	12185.728013	Y	hsa-let-7a-2	26833	7542.397703	N	hsa-let-7a-2	49749	9541.251254	N	hsa-let-7a-2	74807	10135.237207	Y	hsa-let-7a-2	73788	17615.954151	Y	hsa-let-7a-2	59728	7631.153422	Y	hsa-let-7a-2	57320	8832.966629	Y	hsa-let-7a-2	55495	9453.541198	N	hsa-let-7a-2	50512	7405.128028	N	hsa-let-7a-2	45857	6159.921541	N	hsa-let-7a-2	37714	6476.062916	N	hsa-let-7a-2	49252	6772.194019	N	hsa-let-7a-2	87663	12933.283742	N	hsa-let-7a-2	99967	14168.297267	Y	hsa-let-7a-2	20455	4562.118072	Y	hsa-let-7a-2	67771	10903.517760	Y	hsa-let-7a-2	41379	5241.291431	Y	hsa-let-7a-2	20597	4530.374758	N	hsa-let-7a-2	44845	5814.521874	Y	hsa-let-7a-2	31534	8519.782950	N	hsa-let-7a-2	48269	8879.216243	Y	hsa-let-7a-2	96825	12117.732927	Y	hsa-let-7a-2	34575	6973.708865	N	hsa-let-7a-2	94022	10940.034018	N	hsa-let-7a-2	30809	6882.361193	N	hsa-let-7a-2	32787	4955.884211	Y	hsa-let-7a-2	35478	8230.288473	N	hsa-let-7a-2	24895	6279.643537	N	hsa-let-7a-2	21533	6920.979087	N	hsa-let-7a-2	40638	7973.127042	Y	hsa-let-7a-2	61290	7783.726943	Y	hsa-let-7a-2	27541	5898.156625	N
hsa-let-7a-3	92721	12888.440436	N	hsa-let-7a-3	66142	7786.097163	N	hsa-let-7a-3	15168	6138.484999	N	hsa-let-7a-3	114367	13633.714460	N	hsa-let-7a-3	38607	8090.755955	N	hsa-let-7a-3	47729	11229.533846	N	hsa-let-7a-3	43156	6956.110226	N	hsa-let-7a-3	42299	5065.923232	N	hsa-let-7a-3	43587	7488.778944	N	hsa-let-7a-3	25361	4376.136914	N	hsa-let-7a-3	84233	12584.264358	N	hsa-let-7a-3	29068	7591.268631	N	hsa-let-7a-3	42180	8493.562572	N	hsa-let-7a-3	35942	8016.640853	N	hsa-let-7a-3	84167	13476.986229	N	hsa-let-7a-3	28338	5110.195234	N	hsa-let-7a-3	36287	4736.949012	N	hsa-let-7a-3	22747	4008.178114	N	hsa-let-7a-3	55870	13096.067992	N	hsa-let-7a-3	29214	7305.516323	N	hsa-let-7a-3	31021	6159.628925	N	hsa-let-7a-3	39088	6319.445309	N	hsa-let-7a-3	87092	13486.719239	N	hsa-let-7a-3	94774	13820.544947	N	hsa-let-7a-3	41470	9029.965681	N	hsa-let-7a-3	81176	9536.223930	N	hsa-let-7a-3	51183	7461.310388	N	hsa-let-7a-3	34959	5712.070100	N	hsa-let-7a-3	28647	7667.231398	N	hsa-let-7a-3	71078	10683.644740	N	hsa-let-7a-3	43650	8432.421531	N	hsa-let-7a-3	58258	8503.334090	N	hsa-let-7a-3	55449	7629.454712	N	hsa-let-7a-3	29079	5797.820957	N	hsa-let-7a-3	73325	12172.944968	N	hsa-let-7a-3	26447	7433.898261	N	hsa-let-7a-3	50225	9632.542247	N	hsa-let-7a-3	74114	10041.346002	N	hsa-let-7a-3	74075	17684.471780	N	hsa-let-7a-3	59554	7608.922296	N	hsa-let-7a-3	57975	8933.901610	N	hsa-let-7a-3	55932	9527.983896	N	hsa-let-7a-3	50097	7344.288462	N	hsa-let-7a-3	45745	6144.876701	N	hsa-let-7a-3	38069	6537.021773	N	hsa-let-7a-3	49061	6745.931349	N	hsa-let-7a-3	87786	12951.430439	N	hsa-let-7a-3	100590	14256.594898	N	hsa-let-7a-3	20726	4622.559724	N	hsa-let-7a-3	68090	10954.840925	N	hsa-let-7a-3	41478	5253.831314	N	hsa-let-7a-3	20613	4533.894009	N	hsa-let-7a-3	45101	5847.714372	N	hsa-let-7a-3	31208	8431.705026	N	hsa-let-7a-3	48009	8831.388523	N	hsa-let-7a-3	97198	12164.414201	N	hsa-let-7a-3	34561	6970.885093	N	hsa-let-7a-3	94255	10967.144991	N	hsa-let-7a-3	30450	6802.164898	N	hsa-let-7a-3	32863	4967.371911	N	hsa-let-7a-3	35244	8176.004480	N	hsa-let-7a-3	25152	6344.470546	N	hsa-let-7a-3	21481	6904.265628	N	hsa-let-7a-3	40501	7946.247806	N	hsa-let-7a-3	61235	7776.742036	N	hsa-let-7a-3	27595	5909.721218	N
hsa-let-7b	85354	11864.409842	N	hsa-let-7b	60798	7157.012720	N	hsa-let-7b	28941	11712.413920	N	hsa-let-7b	87034	10375.341701	N	hsa-let-7b	65183	13660.210464	N	hsa-let-7b	75436	17748.352473	N	hsa-let-7b	50490	8138.242778	N	hsa-let-7b	12017	1439.211317	N	hsa-let-7b	89918	15449.010602	N	hsa-let-7b	21335	3681.435316	N	hsa-let-7b	99000	14790.428591	N	hsa-let-7b	24023	6273.739037	N	hsa-let-7b	32670	6578.584382	N	hsa-let-7b	21167	4721.168464	N	hsa-let-7b	70125	11228.553463	N	hsa-let-7b	31653	5707.989617	N	hsa-let-7b	30433	3972.760748	N	hsa-let-7b	12794	2254.390944	N	hsa-let-7b	76772	17995.549165	N	hsa-let-7b	28753	7190.234505	N	hsa-let-7b	52525	10429.531907	N	hsa-let-7b	30335	4904.328015	N	hsa-let-7b	79948	12380.427935	N	hsa-let-7b	77457	11295.270327	N	hsa-let-7b	51082	11122.949287	N	hsa-let-7b	118156	13880.482835	N	hsa-let-7b	48421	7058.673979	N	hsa-let-7b	36578	5976.604025	N	hsa-let-7b	33253	8900.005085	N	hsa-let-7b	55210	8298.545628	N	hsa-let-7b	50873	9827.779623	N	hsa-let-7b	62557	9130.815865	N	hsa-let-7b	59693	8213.404031	N	hsa-let-7b	50274	10023.716455	N	hsa-let-7b	99678	16547.900559	N	hsa-let-7b	20869	5865.997006	N	hsa-let-7b	60200	11545.625550	N	hsa-let-7b	118759	16090.080279	N	hsa-let-7b	70884	16922.660785	N	hsa-let-7b	136473	17436.485417	N	hsa-let-7b	91694	14129.972820	N	hsa-let-7b	102339	17433.389543	N	hsa-let-7b	69527	10192.752938	N	hsa-let-7b	55018	7390.508829	N	hsa-let-7b	30142	5175.836252	N	hsa-let-7b	89984	12372.880424	N	hsa-let-7b	131387	19384.065695	N	hsa-let-7b	123116	17449.199099	N	hsa-let-7b	10077	2247.492731	N	hsa-let-7b	73826	11877.692556	N	hsa-let-7b	15063	1907.962320	N	hsa-let-7b	26528	5834.916813	N	hsa-let-7b	18912	2452.095834	N	hsa-let-7b	32011	8648.657703	N	hsa-let-7b	45701	8406.825531	N	hsa-let-7b	86646	10843.822228	N	hsa-let-7b	63836	12875.594480	N	hsa-let-7b	172477	20068.752497	N	hsa-let-7b	40480	9042.746636	N	hsa-let-7b	36206	5472.679530	N	hsa-let-7b	30917	7172.214576	N	hsa-let-7b	26268	6625.976157	N	hsa-let-7b	31936	10264.635124	N	hsa-let-7b	57495	11280.450300	N	hsa-let-7b	34195	4342.707503	N	hsa-let-7b	30871	6611.306531	N
hsa-let-7c	14784	2055.011307	Y	hsa-let-7c	7101	835.914789	Y	hsa-let-7c	1446	585.195761	N	hsa-let-7c	36975	4407.797635	Y	hsa-let-7c	5941	1245.037976	N	hsa-let-7c	6362	1496.831996	N	hsa-let-7c	5751	926.976316	N	hsa-let-7c	4693	562.055314	N	hsa-let-7c	12267	2107.620421	Y	hsa-let-7c	3535	609.977682	N	hsa-let-7c	15433	2305.663479	Y	hsa-let-7c	3243	846.927349	N	hsa-let-7c	2522	507.841745	Y	hsa-let-7c	4940	1101.836454	Y	hsa-let-7c	5447	872.184395	Y	hsa-let-7c	4044	729.255047	N	hsa-let-7c	5505	718.629380	Y	hsa-let-7c	4420	778.834451	N	hsa-let-7c	7599	1781.224641	N	hsa-let-7c	4598	1149.817350	Y	hsa-let-7c	804	159.644810	N	hsa-let-7c	6065	980.542258	N	hsa-let-7c	5339	826.776214	Y	hsa-let-7c	10043	1464.533869	N	hsa-let-7c	6772	1474.582291	Y	hsa-let-7c	9672	1136.226937	Y	hsa-let-7c	4670	680.779155	N	hsa-let-7c	4056	662.723657	N	hsa-let-7c	2654	710.330301	Y	hsa-let-7c	1847	277.620246	N	hsa-let-7c	7606	1469.347037	Y	hsa-let-7c	8289	1209.861929	N	hsa-let-7c	5316	731.450184	Y	hsa-let-7c	3825	762.635069	N	hsa-let-7c	16498	2738.891866	Y	hsa-let-7c	2577	724.360261	N	hsa-let-7c	6041	1158.590099	N	hsa-let-7c	10116	1370.567722	Y	hsa-let-7c	4491	1072.169595	Y	hsa-let-7c	11759	1502.389718	Y	hsa-let-7c	41412	6381.556420	Y	hsa-let-7c	9054	1542.343671	N	hsa-let-7c	6331	928.133227	N	hsa-let-7c	1473	197.866507	N	hsa-let-7c	4893	840.201937	N	hsa-let-7c	22678	3118.245269	N	hsa-let-7c	13403	1977.399838	N	hsa-let-7c	6364	901.968088	Y	hsa-let-7c	4079	909.747231	Y	hsa-let-7c	9672	1556.105470	Y	hsa-let-7c	8338	1056.136880	Y	hsa-let-7c	2783	612.129580	N	hsa-let-7c	4843	627.934651	Y	hsa-let-7c	4987	1347.376088	N	hsa-let-7c	7841	1442.373668	Y	hsa-let-7c	20156	2522.540923	Y	hsa-let-7c	5214	1051.653450	N	hsa-let-7c	3948	459.373916	N	hsa-let-7c	1213	270.969656	N	hsa-let-7c	1186	179.268572	Y	hsa-let-7c	1947	451.670659	N	hsa-let-7c	538	135.707902	N	hsa-let-7c	5595	1798.303905	N	hsa-let-7c	9002	1766.181644	Y	hsa-let-7c	9704	1232.391683	Y	hsa-let-7c	15036	3220.096693	N
hsa-let-7d	3418	475.110163	N	hsa-let-7d	4302	506.422394	N	hsa-let-7d	2120	857.963357	N	hsa-let-7d	4171	497.225800	N	hsa-let-7d	1799	377.011163	N	hsa-let-7d	1421	334.328555	N	hsa-let-7d	3255	524.657957	N	hsa-let-7d	6379	763.978446	N	hsa-let-7d	2642	453.927868	N	hsa-let-7d	1725	297.655304	N	hsa-let-7d	1899	283.707312	N	hsa-let-7d	2338	610.581604	N	hsa-let-7d	2354	474.012477	N	hsa-let-7d	2512	560.286067	N	hsa-let-7d	5304	849.286953	N	hsa-let-7d	2672	481.842108	N	hsa-let-7d	4743	619.156975	N	hsa-let-7d	2613	460.428602	N	hsa-let-7d	2048	480.056332	N	hsa-let-7d	1681	420.366021	N	hsa-let-7d	1869	371.114615	N	hsa-let-7d	4032	651.862553	N	hsa-let-7d	3335	516.444779	N	hsa-let-7d	2096	305.651995	N	hsa-let-7d	2451	533.697755	N	hsa-let-7d	3212	377.332602	N	hsa-let-7d	2543	370.711219	N	hsa-let-7d	1926	314.695701	N	hsa-let-7d	1541	412.441218	N	hsa-let-7d	3189	479.334577	N	hsa-let-7d	2654	512.706684	N	hsa-let-7d	3791	553.334126	N	hsa-let-7d	2704	372.054420	N	hsa-let-7d	2084	415.511499	N	hsa-let-7d	3369	559.299715	N	hsa-let-7d	2109	592.811715	N	hsa-let-7d	3840	736.465151	N	hsa-let-7d	3809	516.062916	N	hsa-let-7d	2550	608.780331	N	hsa-let-7d	2559	326.950871	N	hsa-let-7d	2604	401.274339	N	hsa-let-7d	3004	511.729665	N	hsa-let-7d	4627	678.324505	N	hsa-let-7d	5308	713.017937	N	hsa-let-7d	4519	775.980493	N	hsa-let-7d	2895	398.065087	N	hsa-let-7d	2266	334.312321	N	hsa-let-7d	2846	403.362850	N	hsa-let-7d	2551	568.954446	N	hsa-let-7d	3339	537.203904	N	hsa-let-7d	6426	813.952457	N	hsa-let-7d	2183	480.157698	N	hsa-let-7d	5909	766.150290	N	hsa-let-7d	2165	584.934676	N	hsa-let-7d	2234	410.950488	N	hsa-let-7d	2823	353.300904	N	hsa-let-7d	2053	414.086025	N	hsa-let-7d	4329	503.705593	N	hsa-let-7d	2710	605.381507	N	hsa-let-7d	4968	750.932771	N	hsa-let-7d	2255	523.121385	N	hsa-let-7d	2416	609.424334	N	hsa-let-7d	4050	1301.721326	N	hsa-let-7d	2127	417.314858	N	hsa-let-7d	2574	326.893672	N	hsa-let-7d	3801	814.018857	N
hsa-let-7e	7258	1008.879334	N	hsa-let-7e	8634	1016.376325	N	hsa-let-7e	2894	1171.200922	N	hsa-let-7e	20138	2400.655275	N	hsa-let-7e	4392	920.418581	N	hsa-let-7e	5262	1238.027344	N	hsa-let-7e	7973	1285.129920	N	hsa-let-7e	18147	2173.368375	N	hsa-let-7e	2752	472.827211	N	hsa-let-7e	7347	1267.752766	N	hsa-let-7e	8407	1255.991244	N	hsa-let-7e	5473	1429.304156	N	hsa-let-7e	7699	1550.306739	N	hsa-let-7e	7359	1641.379446	N	hsa-let-7e	13234	2119.054211	N	hsa-let-7e	8251	1487.903906	N	hsa-let-7e	6253	816.274208	N	hsa-let-7e	7194	1267.632363	N	hsa-let-7e	8057	1888.580988	N	hsa-let-7e	6783	1696.218156	N	hsa-let-7e	5846	1160.800448	N	hsa-let-7e	5611	907.143052	N	hsa-let-7e	9096	1408.570227	N	hsa-let-7e	7902	1152.319689	N	hsa-let-7e	6574	1431.468396	N	hsa-let-7e	16282	1912.742658	N	hsa-let-7e	5801	845.653079	N	hsa-let-7e	6981	1140.649371	N	hsa-let-7e	4817	1289.246820	N	hsa-let-7e	11479	1725.394046	N	hsa-let-7e	8362	1615.393101	N	hsa-let-7e	7983	1165.198188	N	hsa-let-7e	6132	843.726962	N	hsa-let-7e	5399	1076.461892	N	hsa-let-7e	10652	1768.376540	N	hsa-let-7e	5903	1659.254412	N	hsa-let-7e	3781	725.149671	N	hsa-let-7e	15646	2119.800571	N	hsa-let-7e	4898	1169.335711	N	hsa-let-7e	5771	737.332347	N	hsa-let-7e	12601	1941.804126	N	hsa-let-7e	8081	1376.593683	N	hsa-let-7e	5586	818.915211	N	hsa-let-7e	11780	1582.394744	N	hsa-let-7e	7774	1334.913112	N	hsa-let-7e	8381	1152.394991	N	hsa-let-7e	9997	1474.898618	N	hsa-let-7e	13453	1906.690239	N	hsa-let-7e	7887	1759.052810	N	hsa-let-7e	11305	1818.835022	N	hsa-let-7e	16340	2069.714154	N	hsa-let-7e	2378	523.048559	N	hsa-let-7e	12028	1559.528801	N	hsa-let-7e	5614	1516.777494	N	hsa-let-7e	10492	1930.032460	N	hsa-let-7e	13924	1742.600705	N	hsa-let-7e	3789	764.233778	N	hsa-let-7e	9963	1159.255907	N	hsa-let-7e	4112	918.571496	N	hsa-let-7e	9596	1450.473203	N	hsa-let-7e	5201	1206.542938	N	hsa-let-7e	3098	781.455540	N	hsa-let-7e	4502	1446.999854	N	hsa-let-7e	6878	1349.455382	N	hsa-let-7e	16325	2073.247550	N	hsa-let-7e	9809	2100.686915	N
hsa-let-7f-1	43018	5979.604736	N	hsa-let-7f-1	29794	3507.287032	N	hsa-let-7f-1	5747	2325.809157	N	hsa-let-7f-1	63913	7619.082360	N	hsa-let-7f-1	15223	3190.239539	N	hsa-let-7f-1	18010	4237.337982	N	hsa-let-7f-1	25361	4087.818877	N	hsa-let-7f-1	27012	3235.081641	N	hsa-let-7f-1	13312	2287.164184	N	hsa-let-7f-1	10880	1877.385341	N	hsa-let-7f-1	30212	4513.620491	N	hsa-let-7f-1	16400	4282.950514	N	hsa-let-7f-1	24281	4889.336008	N	hsa-let-7f-1	24732	5516.319670	N	hsa-let-7f-1	46965	7520.128533	N	hsa-let-7f-1	14138	2549.507383	N	hsa-let-7f-1	23124	3018.635019	N	hsa-let-7f-1	11170	1968.230955	N	hsa-let-7f-1	21874	5127.320409	N	hsa-let-7f-1	15596	3900.076421	N	hsa-let-7f-1	11115	2207.029931	N	hsa-let-7f-1	25443	4113.427318	N	hsa-let-7f-1	30245	4683.619889	N	hsa-let-7f-1	48173	7024.891972	N	hsa-let-7f-1	18203	3963.647584	N	hsa-let-7f-1	30838	3622.721907	N	hsa-let-7f-1	22886	3336.255193	N	hsa-let-7f-1	19400	3169.832087	N	hsa-let-7f-1	13867	3711.435675	N	hsa-let-7f-1	43226	6497.245667	N	hsa-let-7f-1	26798	5176.907954	N	hsa-let-7f-1	26964	3935.663778	N	hsa-let-7f-1	25379	3492.000417	N	hsa-let-7f-1	13311	2653.970039	N	hsa-let-7f-1	29882	4960.817477	N	hsa-let-7f-1	14383	4042.869085	N	hsa-let-7f-1	20572	3945.458618	N	hsa-let-7f-1	31076	4210.336351	N	hsa-let-7f-1	28242	6742.421222	N	hsa-let-7f-1	18248	2331.457401	N	hsa-let-7f-1	20957	3229.457112	N	hsa-let-7f-1	22411	3817.700906	N	hsa-let-7f-1	23185	3398.952592	N	hsa-let-7f-1	32607	4380.063277	N	hsa-let-7f-1	27023	4640.256886	N	hsa-let-7f-1	22997	3162.108054	N	hsa-let-7f-1	34472	5085.796256	N	hsa-let-7f-1	48349	6852.491368	N	hsa-let-7f-1	9764	2177.683738	N	hsa-let-7f-1	36495	5871.595235	N	hsa-let-7f-1	26538	3361.448851	N	hsa-let-7f-1	9890	2175.336523	N	hsa-let-7f-1	26079	3381.356137	N	hsa-let-7f-1	12558	3392.891301	N	hsa-let-7f-1	20674	3803.039562	N	hsa-let-7f-1	59373	7430.582567	N	hsa-let-7f-1	11529	2325.376414	N	hsa-let-7f-1	22916	2666.416579	N	hsa-let-7f-1	12269	2740.747492	N	hsa-let-7f-1	22839	3452.204822	N	hsa-let-7f-1	19618	4551.040060	N	hsa-let-7f-1	14369	3624.510865	N	hsa-let-7f-1	5488	1763.912749	N	hsa-let-7f-1	21150	4149.604728	N	hsa-let-7f-1	32671	4149.162065	N	hsa-let-7f-1	16369	3505.570814	N
