miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	70995	6494.508598	N
hsa-let-7a-2	68217	6240.381619	Y
hsa-let-7a-3	68650	6279.991763	N
hsa-let-7b	80121	7329.340423	N
hsa-let-7c	14844	1357.905284	Y
hsa-let-7d	7380	675.110549	N
hsa-let-7e	6062	554.542026	N
hsa-let-7f-1	110251	10085.584441	N
hsa-let-7f-2	117585	10756.486984	N
hsa-let-7g	195092	17846.702885	N
hsa-let-7i	24441	2235.823433	N
hsa-mir-1-1	737	67.419577	N
hsa-mir-1-2	786	71.902018	N
hsa-mir-100	20615	1885.827097	Y
hsa-mir-101-1	21684	1983.617500	N
hsa-mir-101-2	22287	2038.778972	N
hsa-mir-103a-1	36618	3349.755840	Y
hsa-mir-103a-2	38083	3483.771687	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	0	0.000000	N
hsa-mir-105-2	0	0.000000	N
hsa-mir-106a	130	11.892191	Y
hsa-mir-106b	7892	721.947487	N
hsa-mir-107	3071	280.930149	Y
hsa-mir-10a	1764826	161443.448560	N
hsa-mir-10b	407970	37320.440490	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	3	0.274435	N
hsa-mir-1180	229	20.948552	N
hsa-mir-1181	0	0.000000	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	9	0.823306	N
hsa-mir-1185-2	2	0.182957	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	1	0.091478	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	5	0.457392	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	1	0.091478	N
hsa-mir-1226	11	1.006262	N
hsa-mir-1227	2	0.182957	N
hsa-mir-1228	0	0.000000	N
hsa-mir-1229	1	0.091478	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	13	1.189219	N
hsa-mir-124-2	9	0.823306	N
hsa-mir-124-3	9	0.823306	N
hsa-mir-1243	1	0.091478	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	15	1.372176	N
hsa-mir-1248	45	4.116528	N
hsa-mir-1249	109	9.971145	N
hsa-mir-1250	5	0.457392	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	7	0.640349	N
hsa-mir-1254-2	15	1.372176	N
hsa-mir-1255a	0	0.000000	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	1	0.091478	N
hsa-mir-125a	283699	25952.328962	N
hsa-mir-125b-1	56562	5174.200934	N
hsa-mir-125b-2	58715	5371.153917	N
hsa-mir-126	176672	16161.670864	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	4	0.365914	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	9	0.823306	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	1	0.091478	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	0	0.000000	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	675	61.747916	N
hsa-mir-1270	10	0.914784	N
hsa-mir-1271	533	48.757984	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	5	0.457392	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	6	0.548870	N
hsa-mir-1276	7	0.640349	N
hsa-mir-1277	2	0.182957	N
hsa-mir-1278	6	0.548870	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	3472	317.612985	N
hsa-mir-128-2	2226	203.630906	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	18	1.646611	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	47	4.299485	N
hsa-mir-1288	2	0.182957	N
hsa-mir-1289-1	1	0.091478	N
hsa-mir-1289-2	1	0.091478	N
hsa-mir-129-1	31	2.835830	N
hsa-mir-129-2	18	1.646611	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	60	5.488704	N
hsa-mir-1292	15	1.372176	N
hsa-mir-1293	2	0.182957	N
hsa-mir-1294	3	0.274435	N
hsa-mir-1295a	0	0.000000	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	284	25.979864	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	1	0.091478	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	317	28.998651	N
